title,url,summary,datetime
Dimitrios Gounaris,https://de.wikipedia.org/wiki/Dimitrios_Gounaris,Dimitrios Gounaris  war vom 10. März 1915 bis zum 23. August 1915 und vom 8. April 1921 bis zum 16. Mai 1922 griechischer Ministerpräsident. Nach dem verlorenen Griechisch-Türkischen Krieg wurde Gounaris zusammen mit anderen politisch Verantwortlichen des Hochverrats angeklagt und am 28. November 1922 in Goudi bei Athen hingerichtet.,2017-07-27 17:27:57
Großer Kernbruch,https://de.wikipedia.org/wiki/Gro%C3%9Fer_Kernbruch,"Der Große Kernbruch  ist ein Zwischenmoor und Naturschutzgebiet im Norden des Landes Brandenburg unmittelbar an der Grenze zu Mecklenburg-Vorpommern. Es befindet sich auf dem Gebiet der Gemeinde Boitzenburger Land südöstlich der Feldberger Seenlandschaft. Die geomorphologische Rinne östlich des Krüselinsees weist eine Länge von etwa einem Kilometer und eine Breite von ungefähr 150–200 Metern auf. Der Kernbruch war ursprünglich ein offener See, der bereits vor 3000 bis 2500 Jahren durch Mudden- und Torfbildung verlandete. Das Moor hat ein Einzugsgebiet von 89 Hektar und ist im Moorschutzrahmenplan des NaturschutzFondsBrandenburg in der 1. Prioritätenklasse  ausgewiesen. Es handelt sich um ein ebenes bis gewölbtes Torfmoosmoor, der ursprüngliche ökologische Moortyp ist Sauer-Anmoor. Die Moormächtigkeiten betragen bis zu 15 Meter. Als Pflanzendecke hat sich auf dem heute bewaldeten Moor eine vitale, naturnahe Torfmoosvegetation entwickelt. Das Naturschutzgebiet Großer Kernbruch wurde mit Beschluss Nr. 61/75 des Bezirkstages Neubrandenburg vom 8. Januar 1975 ausgewiesen und umfasste 16,3 Hektar. Es war seit 1997 Teil des Naturparks Uckermärkische Seen. Bei der Ausweisung des größeren Naturschutzgebiets Küstrinchen zum 1. Januar 2015 wurde das Naturschutzgebiet Großer Kernbruch aufgelöst. Das Naturschutzgebiet Krüselinsee und Mechowseen in Mecklenburg-Vorpommern liegt in geringer Entfernung.",2017-07-27 17:28:11
Johann Pohl (Agrarwissenschaftler),https://de.wikipedia.org/wiki/Johann_Pohl_(Agrarwissenschaftler),"Johann Pohl  war ein österreichischer Agrarwissenschaftler. Nach dem Besuch des Gymnasiums in Reichenau und Olomouc  studierte Pohl an der Landwirtschaftlichen Akademie in Ungarisch-Altenburg. Nach mehrjähriger Tätigkeit als Wirtschaftsleiter und Buchhalter auf einer Domäne in Westungarn wurde er 1870 Lehrer für Tierzucht und Betriebslehre am Francisco-Josephinum in Mödling bei Wien. Seit 1888 lehrte er als Privatdozent und von 1895 bis 1907 als o. Professor für landwirtschaftliche Betriebslehre an der Hochschule für Bodenkultur in Wien. Pohl unternahm ausgedehnte Studienreisen durch westeuropäische Länder. Er veröffentlichte Lehr- und Handbücher über landwirtschaftliche Betriebs- und Buchführungslehre. Sein Hauptwerk ""Landwirtschaftliche Betriebslehre"" zählt zu den ""Klassikern"" dieses Fachgebietes. Pohl beschäftigte sich auch mit ethisch-philosophischen und mit historischen Fragen des Landbaus.",2017-07-27 17:28:22
Hiroo Shima,https://de.wikipedia.org/wiki/Hiroo_Shima,"Hiroo Shima  ist ein ehemaliger japanischer Skispringer. Bei den Olympischen Winterspielen 1984 in Sarajevo sprang Shima auf der Normalschanze auf den 45. Platz und auf der Großschanze auf den 51. Platz. Am 9. Februar 1985, also etwa ein Jahr nach den Winterspielen bestritt Shima sein erstes Springen im Skisprung-Weltcup. In Sapporo konnte er dabei mit dem 11. Platz erstmals in die Punkteränge springen. Auch in seinem zweiten Weltcup-Springen ein Jahr später auf der gleichen Schanze gelang ihm dies mit einem 8. Platz. In der folgenden Saison trat Shima bei der Vierschanzentournee 1986/87 an, landete jedoch nur auf den hinteren Plätzen und blieb somit erfolglos. Im ersten Weltcup nach der Tournee konnte er jedoch in Sapporo mit Platz 3 zum ersten und auch einzigen Mal in seiner Karriere auf das Podium springen. Nachdem er auch im zweiten Springen mit Platz 6 weitere Punkte gewinnen konnte, beendete er die Weltcup-Saison 1986/87 am Ende auf dem 29. Platz in der Gesamtwertung. Im gleichen Jahr trat er bei der Nordischen Skiweltmeisterschaft 1987 in Oberstdorf an und erreichte dabei auf der Großschanze den 60. Platz. Zum Jahreswechsel bestritt er die Vierschanzentournee 1987/88, konnte jedoch nur in Bischofshofen unter die besten 100 springen und beendete daraufhin nach der Tournee seine aktive Skisprungkarriere im Alter von 23 Jahren.",2017-07-27 17:28:45
Soho Foundry,https://de.wikipedia.org/wiki/Soho_Foundry,"Die Soho Foundry war eine Maschinenfabrik in Handsworth , die von den Unternehmern Matthew Boulton und James Watt zur Produktion von Dampfmaschinen errichtet worden war. Die Gründung der Fabrik erfolgte 1795, nachdem Boulton und Watt seit 1775 in einer Partnerschaft Watts Dampfmaschine vermarkteten und die bis dahin übliche Produktion der Einzelteile durch Zulieferer nicht mehr ausreichte. Da Boultons hauptsächlicher Produktionsstandort, die Soho Manufactory, für die schweren Arbeiten nicht ausgerüstet war und eine Errichtung neuer Maschinenhallen auf dem Gelände nicht mehr in Frage kam wurde ein neuer, nahe gelegener Produktionsstandort gesucht. Das Gelände in Handsworth, das schließlich ausgewählt wurde, lag an einem neu errichteten Kanal und ermöglichte so die einfache Auslieferung auch schwerster Maschinen. Zu diesem Zweck wurde auch ein neuer Stichkanal auf das Firmengelände geführt, der heute aber zugeschüttet ist; nur die Brücke, die am Kanalufer über den Stichkanal führte, existiert noch und steht, wie das ebenfalls noch existierende Haupttor und die anschließende Werkstraße mit historischen Wohngebäuden für Firmenangehörige, unter Denkmalschutz. Der Bau der notwendigen Gebäude erfolgte zügig nach dem Kauf des Landes, so dass die Fabrik am 30. Januar 1796 offiziell eröffnet werden konnte. Nachdem 1800 sowohl der Patentschutz der Wattschen Maschinenkonstruktion als auch der Partnerschaftsvertrag der Firmengründer auslief übergaben sie die Firma ihren Söhnen, Matthew Robinson Boulton und James Watt jr. In ihrer Zeit fiel die Entscheidung, das vom britischen Parlament erteilte Monopol für die Errichtung von Gasanstalten und Straßenbeleuchtungen, die der schottische Ingenieur William Murdoch, Mitarbeiter der Firma seit 1777, entwickelt hatte, ungenutzt zu lassen, da man keine Gewinne aus diesem Geschäft erwartete. Wie sich nach Ablauf des Monopols zeigte war dies aber eine krasse Fehleinschätzung. Da sich weder Murdoch noch die Firma das Patent an der Erfindung gesichert hatten konnten sie an dem weltweiten Geschäft nicht teilhaben. Nach dem Tod der Söhne der Firmengründer ging die Firma 1848 in den Besitz von H.W. Blake über, der den Firmennamen in James Watt & Co änderte. In seine Ägide fiel der spektakuläre Bau des Segeldampfschiffs Great Eastern, für das die Fabrik die Propeller lieferte. Der gut gehende Betrieb wurde 1895 an die Firma Avery Berkel verkauft, die sich kurz darauf in eine Aktiengesellschaft umwandelte. Heute werden auf Teilen des Firmengeländes Gewichte für Präzisionswaagen hergestellt. Einige historische Gebäude, darunter das Wohnhaus Murdochs ab 1817, stehen unter Denkmalschutz; ein weiterer Bereich des ehemaligen Fabrikgeländes wird als Schrottplatz genutzt.",2017-07-27 17:28:46
Jean Boiteux,https://de.wikipedia.org/wiki/Jean_Boiteux,"Jean Boiteux  war ein französischer Schwimmer. Jean Boiteux startete in seiner aktiven Zeit für die Vereine DTOEC, JUS Oran und G Bordeaux. Er war Sohn der Synchronschwimmerin Karine Schuler und Neffe des Schwimmers Salvator Pellegry. Bei den Olympischen Sommerspielen 1952 in Helsinki gewann er über 400 m Freistil die Goldmedaille und verbesserte dabei den von ihm selbst im Halbfinale aufgestellten Olympischen Rekord auf dieser Strecke von 4:33.1 Minuten gleich um über 10 Sekunden. Damit wurde er der erste Franzose, der im Schwimmen Olympiasieger wurde. Weiterhin gewann er mit der 4×200 m Freistilstaffel die Bronzemedaille und trat über 1.500 m Freistil an, erreicht dort aber nicht das Finale. Zum zweiten Mal startete er bei den Spielen 1956 in Melbourne und wurde Sechster über 1.500 m Freistil, verpasste dieses Mal aber das Finale über 400 m Freistil. Auch mit der 200 m Freistil-Staffel verpasste Boiteux das Finale. Ein drittes Mal startete der Franzose 1960 in Rom bei Olympischen Spielen und wurde in der 200 m Freistil-Staffel eingesetzt, die wie schon vier Jahre zuvor das Finale verpasste. Zwischen 1951 und 1956 stellte Boiteux drei Europarekorde über 400 m Freistil auf, 1952 einen Europarekord über 800 m, 1956 über 1.500 m Freistil sowie 1951 gemeinsam mit Joseph Bernardo, Willy Blioch und Alex Jany in der 4×200 m Freistil-Staffel. Im Jahr 1982 wurde Boiteux in die Ruhmeshalle des internationalen Schwimmsports aufgenommen. Bereits 1952 war er von der Sportzeitung L’Équipe zu Frankreichs Sportler des Jahres  gewählt worden. Boiteux starb 2010 an den Folgen eines Unfalls.",2017-07-27 17:28:48
Augenprüfer,https://de.wikipedia.org/wiki/Augenpr%C3%BCfer,"Als Augenprüfer werden in der Astronomie zwei Sterne bezeichnet, die am Himmel nahe beieinander stehen und mit normalsichtigen Augen als getrennt gesehen werden können. Zwar liegt das theoretische Auflösungsvermögen gesunder Augen zwischen 30″ und 120″ , doch ist es bei eng benachbarten Sternen um den Faktor 2 bis 5 ungünstiger. Der bekannteste Augenprüfer ist das Doppelsternsystem Mizar  und Alkor, die im Sternbild Großer Wagen den Knick in der Deichsel bilden. Die beiden Sterne haben 705″  Winkelabstand voneinander. Ihre Entfernung zur Erde beträgt 81 und 78 Lichtjahre, sodass sie möglicherweise nur ein perspektivisches und kein physisches Doppelsternsystem sind. Bei guten Sichtbedingungen wird das Sternpaar von den meisten Menschen als getrennt gesehen. Ein Prüfstern für „Adleraugen“ ist hingegen Epsilon Lyrae  im Sternbild Leier. Sein Winkelabstand beträgt 207″, teleskopisch ist er sogar ein Vierfachstern. Leichter zu trennen ist Theta Tauri, ein relativ heller Doppelstern 3. Größe im Stier mit einem Winkelabstand von 337″. Etwa die Hälfte der Beobachter sehen ihn getrennt ,. Weitere Sternpaare, die sich als „Augenprüfer“ eignen, sind Algiedi, My Scorpii, Sigma Tauri und Delta Gruis.",2017-07-27 17:29:19
Raetihi,https://de.wikipedia.org/wiki/Raetihi,"Raetihi ist eine Gemeinde im Ruapehu District auf der zentralen Nordinsel Neuseelands. Sie liegt an der Kreuzung der State Highways 4 und 49, 11 km westlich von Ohakune. Beim Zensus 2013 hatte sie 1.002 Einwohner. Der Zensus 2006 zählte 1.035 Einwohner; dies war ein Rückgang um 3,4 % oder 33 Einwohner gegenüber dem Zensus von 2001. Bereits zwischen 1996 und 2001 war die Bevölkerung um 8,2 %  gesunken. 65,3 % der Bewohner bezeichneten sich 2013 als Māori. Vom 18. Dezember 1917 bis zum 1. Januar 1968 wurde Raetihi vom Raetihi Branch, einer von der Hauptbahnlinie der Nordinsel, dem North Island Main Trunk Railway in Ohakune abzweigenden Nebenbahn bedient. Das Bahnhofsgebäude wurde in das Waimarino Museum umgesetzt und restauriert. Das Museum besitzt ein Archiv von Dokumenten und Fotos aus dem weiteren Umfeld des Mount Ruapehu. Obwohl Raetihi heute eine kleine Landgemeinde ist, war es zwischen 1900 und den 1950er Jahren ein kleineres Industriezentrum. 1900 war der Ort das größte Ballungszentrum des King Country mit fast 4.500 Einwohnern. Zahlreiche Sägewerke waren der Hauptarbeitgeber der Region. Als die Bäume abgeholzt waren, schlossen diese und die Landwirtschaft wurde wichtiger, insbesondere Viehzucht und Gemüseanbau. Eine Genossenschaftsmolkerei wurde jedoch bereits 1903 gegründet. Am 18. März 1918 zerstörte ein Großfeuer etwa 200 Häuser, im gleichen Jahr wurde der Ort von der Spanischen Grippe heimgesucht. Der Niedergang der Holzindustrie hatte einen negativen Einfluss auf den Ort, aber durch den Tourismus erlebt er in den 2000er Jahren einen leichten Aufschwung. Seine Nähe zum Mount Ruapehu und beliebte Skigebiete haben zum Entstehen von Übernachtungsmöglichkeiten und Cafés für die steigende Besucherzahl gesorgt.",2017-07-27 17:30:07
Gloria Siebert,https://de.wikipedia.org/wiki/Gloria_Siebert,"Gloria Siebert  ist eine ehemalige deutsche Leichtathletin, die bis 1990 für die DDR startete. Bei den Olympischen Spielen 1988 in Seoul gewann sie die Silbermedaille im 100-Meter-Hürdenlauf hinter der Bulgarin Jordanka Donkowa  und vor der bundesdeutschen Claudia Zaczkiewicz . Für diesen Erfolg wurde sie mit dem Vaterländischen Verdienstorden in Silber ausgezeichnet. Starts beim 100-Meter-Hürdenlauf bei internationalen Höhepunkten im Einzelnen: Junioren-Europameisterschaften 1981: Platz 2  Leichtathletik-Weltmeisterschaften 1987: Platz 2  Leichtathletik-Europameisterschaften 1990: Platz 2  Leichtathletik-Weltmeisterschaften 1991: im Vorlauf ausgeschieden Am 20. Februar 1988 stellte sie in Berlin  drei Hallen-Weltbestleistungen im 50-Meter-Hürdenlauf auf . Gloria Siebert gehörte dem SC Cottbus an. Sie hatte bei einer Größe von 1,72 m ein Wettkampfgewicht von 59 kg. Gloria Siebert ist die Mutter des mehrfachen deutschen Jugendmeisters und Vize-Junioreneuropameisters 2001 im 110-Meter-Hürdenlauf Sebastian Siebert .",2017-07-27 17:30:11
Alexander Assaturowitsch Grigorjan,https://de.wikipedia.org/wiki/Alexander_Assaturowitsch_Grigorjan,"Alexander Assaturowitsch Grigorjan  ist ein armenischer Mathematiker aus der ehemaligen Sowjetunion, der sich mit geometrischer Analysis befasst. 1974 gewann er eine Goldmedaille auf der Mathematikolympiade. Er studierte an der Lomonossow-Universität mit dem Abschluss 1979, wurde dort 1982 promoviert und 1989 habilitiert . Er lehrte 1982 bis 1988 an der Staatlichen Universität Wolgograd, forschte 1988 bis 1993 am Institut für Kontrolltheorie in Moskau und war 1993/94 Gastwissenschaftler an der Harvard University. 1994 wurde er Lecturer und später Reader am Imperial College London und seit 2005 ist er Professor an der Universität Bielefeld. Grigorjan befasst sich mit geometrischer Analysis auf Riemannschen Mannigfaltigkeiten , Random Walk auf Graphen und dessen Langzeitverhalten, Theorie der Funktionen und Diffusion auf Fraktalen. Für 2018 ist er eingeladener Sprecher auf dem Internationalen Mathematikerkongress in Rio de Janeiro. 2000 war er eingeladener Sprecher auf dem Europäischen Mathematikerkongress in Barcelona. 1997 erhielt er den Whitehead-Preis und 1988 den Preis der Moskauer Mathematischen Gesellschaft. Er ist seit 1978 verheiratet und hat zwei Kinder.",2017-07-27 17:30:40
Theodor von Reding,https://de.wikipedia.org/wiki/Theodor_von_Reding,"Theodor von Reding bzw. Theodor Reding von Biberegg  war ein Schweizer General der Napoleonischen Kriege in spanischen Diensten. Er war der Bruder des Schweizer Politikers Alois von Reding. Am 22. Oktober 1772 trat er mit 17 Jahren in die spanische Armee ein. Unter Francisco Javier Castaños spielte er im Juli 1808 als Generalleutnant eine entscheidende Rolle in der Schlacht bei Bailén. Er brach an der Spitze der Schweizerregimenter den politischen Mythos der Unbesiegbarkeit der Franzosen im spanischen Unabhängigkeitskrieg. Er wurde anschließend nach Katalonien beordert und zum Gouverneur von Tarragona und Generalkapitän von Katalonien ernannt. In verschiedenen Schlachten kämpfte er gegen den Vormarsch der Truppen des napoleonischen Generals Laurent de Gouvion Saint-Cyr an. Die zwei Generäle standen sich bei der Belagerung von Roses vom 6. November bis 5. Dezember 1808, bei der Schlacht von Llinars am 16. und der Schlacht von Molins de Rei am 21. Dezember 1808 gegenüber. In der Schlacht von Valls am 25. Februar 1809 wurde Theodor von Reding bei der erneuten Niederlage gegen die Truppen von Saint-Cyr durch einen Säbelhieb am linken Arm verwundet. Er konnte sich noch mit den Resten seiner Truppen nach Tarragona zurückziehen. Saint-Cyr sah sich aber trotz seines Sieges nicht in der Lage, Tarragona anzugreifen. Er bot Reding an, über eine Kapitulation zu verhandeln; was dieser jedoch ablehnte. Während Theodor von Reding neue Pläne ausarbeitete und Truppen organisierte, überfielen ihn im März 1809 fiebrige Anfälle. Am 23. April 1809 verstarb er an Wundfieber als Folge der bei der Schlacht erlittenen Verwundung. Er wurde ursprünglich in der Kathedrale Tarragonas beerdigt, 1892 aber exhumiert und auf den neuen Friedhof überführt.",2017-07-27 17:31:19
